SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
8322349,Eaches,374,6912,4550,6145,254,1432,2679,1639,7489,8944,349,12040
8322364,Eaches,61,103,31,11,105,128,104,73,111,134,32,48
8322372,Eaches,446,61,299,270,185,301,331,181,329,125,181,227
8322380,Eaches,6,112,84,281,190,54,147,345,180,131,202,341
8322398,Eaches,1048,1036,964,655,638,1208,135,1784,351,919,1426,1587
8322406,Eaches,433,26,553,858,655,603,640,950,954,256,354,1098
8322455,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322471,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322489,Eaches,27,12,35,26,38,72,26,71,72,23,22,15
8322497,Eaches,469,112,333,572,121,355,490,465,190,418,479,248
8322505,Eaches,10,5,3,5,9,11,4,6,12,11,7,4
8322513,Eaches,10,19,26,1,12,4,19,3,22,24,20,8
8322521,Eaches,105,129,39,35,61,83,125,97,72,74,84,58
8322547,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322554,Eaches,35,61,22,5,42,8,8,8,68,52,4,18
8322562,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322570,Eaches,27,80,109,12,98,19,76,54,23,107,32,61
8322588,Eaches,8,16,9,8,29,21,3,20,27,21,17,3
8322596,Eaches,17,6,13,0,21,16,36,17,17,29,9,17
8322620,Eaches,51,101,75,32,61,93,72,77,48,60,83,33
8322638,Eaches,59,1,68,15,53,48,47,109,40,70,118,81
8322646,Eaches,0,8,41,21,24,44,19,0,39,1,39,10
8322687,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322695,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322711,Eaches,183,504,250,521,33,340,151,149,448,442,111,416
8322737,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322786,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322828,Eaches,1,2,3,0,3,0,0,2,2,2,2,1
8322836,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322844,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8322851,Eaches,37,288,84,345,305,183,293,118,283,328,58,38
8322869,Eaches,100,99,136,103,48,68,117,22,103,98,24,27
8322893,Eaches,0,1,1,1,0,1,0,0,0,1,0,0
8322927,Eaches,165,590,32,345,378,572,64,149,19,363,521,601
8322968,Eaches,22,77,3,148,26,181,156,23,46,52,105,165
8322976,Eaches,30,46,41,80,28,22,85,41,75,69,13,80
8322992,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323040,Eaches,39,48,38,48,9,43,18,52,25,40,56,28
8323065,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323073,Eaches,34,5,16,0,28,11,25,19,4,20,7,17
8323099,Eaches,7,179,43,125,153,77,93,13,130,171,25,11
8323115,Eaches,9,39,61,25,33,90,2,37,59,23,42,82
8323156,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323172,Eaches,163,995,17,886,574,57,858,1211,1550,1223,1012,298
8323180,Eaches,16,23,28,24,77,18,22,51,77,13,70,2
8323206,Eaches,8,6,1,10,9,8,2,11,7,9,10,11
8323222,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323248,Eaches,557,551,833,185,465,270,550,308,196,491,422,320
8323255,Eaches,14,4,1,8,14,3,1,15,10,6,10,6
8323263,Eaches,82,122,89,126,33,6,5,156,176,135,142,117
8323289,Eaches,146,135,160,121,165,96,4,82,19,143,4,194
8323297,Eaches,15,10,13,17,4,36,22,22,15,8,14,16
8323305,Eaches,37,37,26,79,27,28,49,57,47,59,78,63
8323313,Eaches,161,246,155,869,797,318,783,285,750,186,458,133
8323321,Eaches,23,19,12,2,17,26,30,6,25,28,6,14
8323339,Eaches,29,40,33,2,55,57,39,82,80,20,57,7
8323347,Eaches,329,479,1445,1333,405,412,1350,1292,470,1388,1104,0
8323354,Eaches,104,98,74,26,63,89,65,13,7,28,103,12
8323370,Eaches,1,0,0,0,1,0,1,0,1,1,1,0
8323388,Eaches,1,0,0,2,1,1,1,0,1,0,1,0
8323453,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323461,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323479,Eaches,2,1,0,0,1,2,2,1,0,1,0,3
8323487,Eaches,1,4,6,3,1,3,2,5,0,1,2,3
8323503,Eaches,43,10,20,45,9,58,20,53,34,20,25,0
8323511,Eaches,19,6,159,104,56,122,144,144,153,101,29,45
8323529,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323537,Eaches,-164,-111,-145,-129,-216,-235,-49,-212,-2,-34,-75,-243
8323552,Eaches,193,720,242,891,269,168,847,460,609,826,628,549
8323586,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8323669,Eaches,1,1,0,1,1,1,0,1,1,0,0,0
8323677,Eaches,1,0,0,0,0,0,0,0,0,0,0,0
8323719,Eaches,3,31,17,13,33,21,11,10,16,6,7,9
8323727,Eaches,42,12,5,2,51,46,28,23,26,24,23,33
8323735,Eaches,2,3,2,4,0,1,0,4,3,4,0,3
8323750,Eaches,55,116,26,18,130,38,159,13,158,144,93,116
8323768,Eaches,7,4,2,6,7,1,1,1,1,2,4,3
8323776,Eaches,315,244,54,36,22,57,147,195,271,282,77,192
8323784,Eaches,54,229,26,143,124,195,170,120,64,91,14,131
8323792,Eaches,112,27,141,228,116,181,44,139,148,121,167,4
8323800,Eaches,2,0,2,0,2,1,0,0,2,1,2,0
8323818,Eaches,122,119,30,96,94,38,63,39,68,30,97,125
8323826,Eaches,2,31,25,17,68,119,18,29,88,1,108,75
8323834,Eaches,13,164,93,62,150,77,76,73,105,63,61,51
8323842,Eaches,295,113,36,210,142,41,181,170,223,66,194,79
8323859,Eaches,4,1,7,4,0,1,6,3,1,2,1,2
8323867,Eaches,211,233,261,223,161,272,160,192,42,190,25,213
8323875,Eaches,71,66,47,29,99,17,36,23,15,101,34,50
8323909,Eaches,4,1,1,3,1,0,2,4,2,1,2,3
8323941,Eaches,160,563,94,758,568,1027,244,796,1054,1417,676,782
8323958,Eaches,1975,696,472,1910,1997,1430,356,772,1696,1421,1570,37
8323966,Eaches,420,604,968,49,192,291,809,38,448,312,946,893
8323974,Eaches,827,525,1109,1383,633,1487,500,1530,1418,847,1221,167
8323982,Eaches,304,208,175,183,243,71,213,468,473,476,506,415
8323990,Eaches,105,116,399,329,367,3,204,369,409,183,221,189
8324006,Eaches,203,311,193,215,409,217,18,176,238,318,11,287
8324014,Eaches,203,291,52,45,12,36,295,1,141,11,148,298
8324022,Eaches,2,1,3,14,6,12,4,14,5,14,8,8
8324030,Eaches,7,5,0,4,1,1,1,3,4,5,1,4
8324048,Eaches,1,2,2,1,2,1,3,2,0,2,3,2
8324055,Eaches,5,13,13,16,7,18,8,11,9,7,14,9
8324063,Eaches,5,5,16,7,2,4,15,21,0,14,1,20
8324071,Eaches,54,26,154,210,234,61,95,69,228,68,60,17
8324089,Eaches,2212,786,1377,2174,1154,923,1554,830,23,901,1747,1161
8324097,Eaches,410,267,366,223,981,924,1049,679,503,593,342,374
8324105,Eaches,314,338,643,989,242,1120,713,1178,1207,759,899,289
8324121,Eaches,337,957,871,378,474,333,668,10,498,86,206,407
8324147,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324154,Eaches,311,1849,990,331,1148,377,1489,1720,705,1907,1059,505
8324162,Eaches,1250,926,643,521,1545,1351,785,980,924,1063,1946,517
8324188,Eaches,71,7,56,78,84,41,6,49,81,28,57,64
8324196,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324204,Eaches,25,200,127,101,111,57,154,15,69,25,180,50
8324212,Eaches,95,52,77,44,82,97,15,36,104,30,1,86
8324220,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324246,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324279,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324287,Eaches,289,347,254,895,317,303,815,72,272,403,381,57
8324295,Eaches,170,682,203,569,386,129,329,5,322,790,785,651
8324303,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324345,Eaches,140,61,228,96,56,75,97,18,91,87,132,69
8324386,Eaches,1455,851,858,1451,1470,1064,1981,437,1525,501,372,953
8324394,Eaches,1066,1477,1040,541,1323,146,321,990,1058,2283,216,1393
8324402,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324410,Eaches,2,0,1,1,2,1,1,1,2,0,0,2
8324428,Eaches,297,43,304,231,98,54,293,192,61,90,78,338
8324444,Eaches,3,1,3,1,3,5,4,2,0,2,1,2
8324451,Eaches,6,2,7,7,1,7,3,7,2,1,1,3
8324485,Eaches,4,1,4,4,2,2,4,2,2,1,5,2
8324493,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324527,Eaches,2,2,2,2,1,1,1,2,2,1,0,1
8324535,Eaches,10,20,12,20,9,7,14,7,2,13,13,11
8324576,Eaches,53,376,121,14,138,45,99,401,184,346,199,154
8324584,Eaches,260,395,318,368,719,508,139,55,499,208,74,731
8324592,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324618,Eaches,504,359,588,370,516,505,309,641,512,296,567,562
8324626,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324667,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324675,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8324725,Eaches,3,9,0,2,4,6,1,9,8,0,8,7
8324790,Eaches,2096,2369,2548,2616,1184,2966,1390,2657,2395,120,2180,1860
8324840,Eaches,44,100,122,219,192,389,127,163,106,431,68,218
8324857,Eaches,1271,703,374,1442,259,647,1147,1117,1168,230,1424,303
8324915,Eaches,1,0,5,5,6,4,2,5,6,4,4,7
8324923,Eaches,374,905,1794,2194,2,481,436,2509,1227,1545,301,374
8324931,Eaches,5,18,13,14,8,18,17,12,14,18,5,3
8325144,Eaches,7,5,2,17,32,5,4,15,27,22,12,18
8325169,Eaches,4,2,6,1,2,4,3,2,3,3,1,3
8325177,Eaches,149,263,106,29,258,323,208,358,351,382,423,190
8325193,Eaches,22,31,1,16,12,3,2,5,7,18,20,26
8325201,Eaches,477,104,581,230,1049,626,521,138,758,0,876,1131
8325219,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325243,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325268,Eaches,151,563,416,55,533,62,509,65,573,374,439,562
8325284,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325300,Eaches,1,2,26,2,33,13,20,32,21,11,21,36
8325318,Eaches,0,1,0,2,1,2,2,1,2,3,1,3
8325334,Eaches,431,328,261,6,62,83,370,224,111,176,87,193
8325359,Eaches,19,2,9,10,0,19,17,19,4,18,10,8
8325367,Eaches,571,394,58,458,490,172,490,405,162,294,64,577
8325466,Eaches,2689,4590,1344,2647,1197,2483,4341,365,2695,2814,3750,4035
8325607,Eaches,536,266,79,623,96,489,344,539,594,1,277,105
8325730,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325748,Eaches,6,40,16,10,51,61,23,8,95,90,12,90
8325755,Eaches,135,70,58,100,125,106,157,24,98,3,59,23
8325763,Eaches,34,18,6,26,66,25,67,10,68,3,68,33
8325771,Eaches,46,91,24,96,70,42,17,23,54,109,48,56
8325839,Eaches,736,100,304,461,565,220,592,275,385,240,229,166
8325862,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325870,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325888,Eaches,0,0,1,0,1,0,1,1,0,0,1,1
8325896,Eaches,0,1,0,0,0,0,1,0,1,0,1,0
8325904,Eaches,4,1,2,2,2,2,4,8,1,4,4,5
8325912,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325920,Eaches,82,66,36,10,79,74,66,70,35,16,81,1
8325938,Eaches,11,12,20,7,24,16,21,20,2,6,21,15
8325946,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325953,Eaches,77,10,69,7,41,33,43,84,8,20,57,33
8325961,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325979,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8325995,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326019,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326027,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326035,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326043,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326050,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326076,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326084,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326092,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326100,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326118,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326167,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326175,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326191,Eaches,4,1,1,1,3,4,5,1,0,3,3,1
8326209,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326217,Eaches,29,56,344,395,91,223,6,193,291,274,90,292
8326233,Eaches,3,1,1,6,7,7,0,1,2,5,4,3
8326274,Eaches,21,19,29,35,53,39,88,55,50,39,82,3
8326282,Eaches,302,36,388,229,202,404,203,133,154,118,311,87
8326308,Eaches,4,1,3,4,2,5,3,2,1,2,1,0
8326332,Eaches,286,226,190,131,356,497,529,75,338,94,401,179
8326340,Eaches,15,125,103,82,117,43,17,73,63,166,155,59
8326456,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326506,Eaches,136,169,157,17,139,25,29,143,99,135,139,154
8326514,Eaches,213,447,503,117,438,56,411,46,100,190,220,451
8326522,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326530,Eaches,1,0,1,1,2,1,2,0,1,1,2,1
8326555,Eaches,88,46,107,56,70,116,2,75,17,44,65,83
8326613,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326621,Eaches,337,335,125,154,351,265,315,492,209,111,533,175
8326639,Eaches,16,25,20,14,10,17,13,2,12,5,19,25
8326704,Eaches,2,1,1,1,1,1,1,0,1,1,2,2
8326738,Eaches,490,265,727,34,86,278,1032,1142,976,185,890,1132
8326746,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326753,Eaches,1,0,1,1,0,1,1,1,0,1,0,1
8326795,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326803,Eaches,2,10,9,15,1,2,12,21,18,15,14,4
8326902,Eaches,2,1,1,2,1,1,0,2,1,1,1,2
8326910,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326928,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8326944,Eaches,0,11,15,40,34,19,18,10,40,2,32,13
8326951,Eaches,1,1,4,1,1,1,5,0,4,0,4,4
8326969,Eaches,696,1604,720,1054,768,139,1397,1051,221,468,269,1598
8326977,Eaches,3,4,1,5,4,4,0,0,0,1,4,1
8327009,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327033,Eaches,10,0,2,11,0,14,4,14,11,4,3,10
8327041,Eaches,1,2,3,2,2,2,1,3,1,0,1,3
8327066,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327074,Eaches,1,1,1,1,0,2,1,2,2,0,1,0
8327124,Eaches,195,124,309,194,139,118,278,44,176,266,279,292
8327165,Eaches,111,317,225,18,294,174,225,102,231,241,70,207
8327173,Eaches,82,125,246,50,236,246,19,121,53,11,160,49
8327181,Eaches,476,676,197,405,671,647,0,715,153,244,28,416
8327306,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327314,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327330,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327348,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327389,Eaches,2,1,1,1,1,2,1,1,2,0,1,1
8327397,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327413,Eaches,3,3,1,2,4,4,2,2,4,1,1,1
8327421,Eaches,4,0,3,0,3,1,2,2,2,0,0,3
8327439,Eaches,1,3,4,1,2,4,4,4,2,2,0,4
8327447,Eaches,1,0,2,0,1,2,0,1,2,2,2,1
8327462,Eaches,3,2,2,0,1,5,1,2,6,2,1,2
8327488,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327496,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327504,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327512,Eaches,8,1,3,5,7,3,7,4,8,3,3,2
8327520,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327538,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327546,Eaches,0,2,10,9,3,12,9,14,11,2,7,6
8327603,Eaches,8,11,6,26,9,8,18,29,25,19,21,20
8327678,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327702,Eaches,6,8,10,15,11,16,14,11,4,2,4,4
8327710,Eaches,3,14,14,8,1,0,3,1,5,1,1,9
8327728,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327751,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327769,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327777,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327827,Eaches,88,22,19,41,41,34,37,0,51,14,9,36
8327835,Eaches,468,198,439,446,261,426,279,65,198,271,147,527
8327850,Eaches,1,0,2,2,1,2,0,0,1,1,2,1
8327868,Eaches,781,888,393,72,1153,756,99,72,1322,1101,703,1185
8327876,Eaches,689,96,517,149,117,698,79,549,745,326,744,513
8327884,Eaches,828,1079,289,245,105,1187,647,258,183,929,752,382
8327892,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327918,Eaches,344,171,353,479,490,462,365,537,624,278,1,574
8327926,Eaches,474,2,417,568,199,155,347,732,371,232,619,509
8327934,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327967,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327975,Eaches,32,33,30,17,30,30,22,20,29,11,19,27
8327983,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8327991,Eaches,246,255,235,263,64,55,68,126,22,338,195,219
8328015,Eaches,9,9,3,8,3,6,3,3,4,5,1,4
8328064,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328072,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328155,Eaches,95,194,85,22,100,223,252,301,194,259,21,90
8328171,Eaches,414,156,255,155,124,78,193,171,66,44,298,299
8328189,Eaches,8,233,424,212,415,387,296,326,42,138,208,52
8328197,Eaches,206,211,76,421,352,51,344,82,375,394,314,122
8328205,Eaches,2,2,1,1,2,1,1,1,1,0,2,0
8328221,Eaches,59,1,50,42,20,13,9,28,41,27,56,47
8328247,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328262,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328270,Eaches,4,10,4,5,11,2,2,2,0,8,3,1
8328353,Eaches,10,12,56,78,22,21,108,21,57,49,85,5
8328361,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328379,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328387,Eaches,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,0
8328395,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328452,Eaches,30,7,21,28,22,39,16,14,27,14,21,9
8328478,Eaches,107,141,45,169,32,181,166,133,26,110,120,119
8328486,Eaches,33,10,43,33,25,43,11,33,35,17,34,13
8328502,Eaches,1,1,0,2,2,1,1,0,2,1,0,0
8328510,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328536,Eaches,3,5,7,3,4,7,5,3,3,6,4,7
8328544,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328551,Eaches,50,35,48,60,26,31,29,9,29,7,16,4
8328593,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328601,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328619,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328700,Eaches,342,1,468,857,992,1564,490,1477,1342,1352,614,1429
8328742,Eaches,0,1,1,1,1,1,1,1,0,1,0,0
8328759,Eaches,0,1,1,1,0,1,0,0,0,1,1,0
8328767,Eaches,4,4,5,1,4,1,1,3,3,5,2,0
8328775,Eaches,2,5,5,1,6,3,3,0,2,5,1,3
8328783,Eaches,4,4,1,1,2,4,4,2,3,1,0,3
8328791,Eaches,4,8,1,8,7,4,6,3,3,4,0,2
8328825,Eaches,44,23,24,36,2,26,36,22,34,17,6,4
8328858,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328908,Eaches,268,608,370,191,198,288,387,176,232,88,172,31
8328924,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328932,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328957,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328965,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328973,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8328981,Eaches,21,238,73,9,188,87,174,158,160,169,190,8
8329005,Eaches,1157,1078,1376,42,577,818,1017,1418,762,857,115,1786
8329021,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329047,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329096,Eaches,84,101,83,76,10,8,53,21,96,100,5,92
8329104,Eaches,3,4,1,3,4,0,2,2,1,2,2,2
8329112,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329120,Eaches,157,120,126,121,108,194,65,173,49,69,28,129
8329146,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329153,Eaches,86,56,100,104,33,27,135,124,26,151,168,154
8329161,Eaches,117,282,137,55,198,2,265,37,195,182,126,31
8329195,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329203,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329211,Eaches,79,280,29,218,281,106,440,203,296,464,553,475
8329229,Eaches,7,15,4,13,11,2,5,7,8,1,10,9
8329278,Eaches,17,33,35,7,18,27,19,19,8,0,37,19
8329286,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329302,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329310,Eaches,5,9,10,8,5,2,10,4,4,10,11,6
8329328,Eaches,14,84,124,2,80,30,83,15,90,19,153,37
8329351,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329369,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329377,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329385,Eaches,1,2,1,1,1,2,2,2,1,1,1,1
8329393,Eaches,63,102,35,32,112,75,43,21,42,71,101,86
8329435,Eaches,504,155,662,278,43,527,182,203,241,568,520,108
8329443,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329450,Eaches,33,232,305,355,38,63,314,300,257,83,42,264
8329468,Eaches,115,146,49,113,35,51,12,34,95,150,11,156
8329476,Eaches,228,309,291,510,153,602,384,495,496,59,321,170
8329492,Eaches,273,596,69,285,234,62,196,156,86,548,183,372
8329500,Eaches,159,262,302,306,232,54,310,254,22,89,306,311
8329518,Eaches,14,406,131,6,406,359,141,185,108,162,235,97
8329526,Eaches,117,64,75,56,141,9,73,52,22,14,78,88
8329534,Eaches,23,2,113,23,40,22,37,41,51,60,6,12
8329542,Eaches,46,33,25,139,136,39,50,73,72,114,17,20
8329567,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329575,Eaches,8,5,2,8,0,7,5,2,4,4,3,4
8329591,Eaches,194,198,99,273,345,11,114,253,125,135,59,314
8329609,Eaches,192,125,288,141,98,234,224,36,50,69,153,228
8329617,Eaches,131,103,45,136,104,79,42,64,32,141,134,79
8329633,Eaches,22,371,331,15,401,242,147,83,223,372,14,144
8329641,Eaches,2383,2988,2505,1921,3179,2652,3087,3039,1262,2072,408,1612
8329658,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329666,Eaches,170,332,224,11,305,275,329,101,305,65,287,32
8329674,Eaches,99,40,146,40,41,129,138,101,185,35,139,2
8329682,Eaches,572,1456,1435,1161,1076,1442,617,1259,833,591,1387,1772
8329690,Eaches,261,114,407,150,21,139,265,234,333,47,69,88
8329708,Eaches,205,117,258,6,46,258,166,86,20,304,211,300
8329724,Eaches,314,270,134,15,307,296,88,178,220,283,121,62
8329732,Eaches,182,295,244,24,126,211,202,189,145,229,25,200
8329773,Eaches,52,19,22,5,32,33,9,33,39,28,37,16
8329815,Eaches,334,60,300,423,47,268,267,141,212,212,365,310
8329823,Eaches,22,254,198,279,94,54,71,117,219,290,162,83
8329864,Eaches,5,4,9,1,13,7,13,9,12,8,8,2
8329872,Eaches,275,702,128,332,598,470,277,748,394,176,736,944
8329880,Eaches,1,1,1,1,1,1,0,0,1,1,1,1
8329898,Eaches,1,1,1,0,0,1,0,1,0,1,1,0
8329930,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8329948,Eaches,1,1,1,1,1,2,1,3,2,3,2,1
8329989,Eaches,239,398,376,336,52,75,92,296,14,57,34,97
8330037,Eaches,4,4,2,3,3,1,3,1,1,1,1,2
8330052,Eaches,39,10,13,124,11,38,88,99,72,84,21,49
8330060,Eaches,1516,2738,41152,22829,49609,52926,13744,24579,29925,10254,36399,45662
8330144,Eaches,196,238,280,388,264,131,325,408,427,40,471,375
8330151,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330169,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330177,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330185,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330193,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330201,Eaches,2,1,1,2,2,0,1,1,2,1,2,1
8330227,Eaches,3,19,6,49,24,11,25,12,44,24,40,42
8330235,Eaches,112,101,128,95,43,78,102,90,66,124,31,46
8330243,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330300,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330573,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330581,Eaches,20,19,25,19,7,31,3,34,26,14,25,34
8330599,Eaches,0,0,0,1,0,0,1,1,1,0,1,1
8330607,Eaches,189,159,157,45,20,209,8,83,148,109,54,159
8330664,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330698,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8330862,Eaches,294,798,89,59,703,340,89,625,101,354,528,136
8330920,Eaches,115,100,104,131,91,50,53,7,101,12,131,14
8330938,Eaches,403,277,279,151,438,330,530,446,105,500,436,177
8330987,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8331027,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8331092,Eaches,779,784,1221,995,1078,1127,424,980,864,998,947,545
8331100,Eaches,101,35,354,165,49,453,50,239,262,308,100,196
8331118,Eaches,130,114,29,124,91,113,99,94,126,130,8,52
8331134,Eaches,264,300,206,118,152,160,239,34,379,315,184,311
8331142,Eaches,1,4,4,3,2,3,1,4,1,4,5,2
8331159,Eaches,4385,4087,3388,2863,2041,1710,73,4505,840,749,4191,1900
8331167,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8331175,Eaches,1,1,1,2,1,1,2,1,0,1,1,1
8331183,Eaches,19,138,56,19,54,120,98,79,142,17,116,100
8331225,Eaches,3,346,262,199,201,161,186,262,113,75,27,320
8331233,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8331241,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8331266,Eaches,0,0,0,0,0,0,0,0,0,0,0,0
8331274,Eaches,71,127,123,89,196,31,134,44,150,90,85,152
