SKU,UOM,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Avg,SKU,CategoryID,SKU,SupplierID
8309643,Eaches,119,83,49,20,34,234,341,156,113,150,67,342,142.3333333,8309643,360,Active,52070
8309650,Eaches,690,639,340,110,54,262,588,64,573,722,189,529,396.6666667,8309650,360,Active,52070
8309668,Eaches,665,362,494,368,20,388,579,406,189,156,210,627,372,8309668,360,Active,52070
8309692,Eaches,80,153,69,114,67,160,58,135,140,166,32,3,98.08333333,8309692,360,Active,52070
8309700,Eaches,91,195,24,37,20,84,94,105,145,116,67,122,91.66666667,8309700,360,Active,52070
8309718,Eaches,159,38,1,126,19,1,89,61,29,28,91,208,70.83333333,8309718,360,Active,52070
8309767,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8309767,200,Discontinued,2745
8309783,Eaches,6087,4479,1099,159,5638,1755,4485,6110,1961,6386,6874,7626,4388.25,8309783,400,Active,51726
8309825,Eaches,278,630,698,148,421,175,177,905,441,474,785,136,439,8309825,310,Active,1692
8309866,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8309866,700,Pre Active,2087
8309882,Eaches,1,0,2,4,3,4,2,4,1,0,1,4,2.166666667,8309882,700,Pre Active,3266
8309890,Eaches,7,9,6,5,5,11,3,5,12,6,4,5,6.5,8309890,700,Pre Active,3266
8309908,Eaches,3,6,1,4,4,5,1,5,2,5,3,6,3.75,8309908,700,Pre Active,3266
8309916,Eaches,10,10,2,7,6,2,6,3,7,4,10,9,6.333333333,8309916,700,Pre Active,3266
8309965,Eaches,0,3,5,0,6,5,4,2,8,5,0,9,3.916666667,8309965,700,Pre Active,2087
8309981,Eaches,1,0,1,2,1,1,2,1,1,1,0,1,1,8309981,700,Pre Active,2087
8310005,Eaches,11,75,158,41,73,142,169,17,54,161,87,21,84.08333333,8310005,200,Pre Active,2745
8310021,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310021,200,Discontinued,2745
8310039,Eaches,1,2,2,0,0,2,1,2,1,2,1,1,1.25,8310039,200,Discontinued,2745
8310062,Eaches,129,79,87,15,23,134,129,44,94,18,143,141,86.33333333,8310062,360,Active,52070
8310070,Eaches,463,736,711,105,598,1054,455,1097,1100,471,884,157,652.5833333,8310070,360,Active,52070
8310088,Eaches,186,273,364,31,341,12,45,231,332,178,209,361,213.5833333,8310088,360,Pre Active,52070
8310138,Eaches,1,2,1,0,1,3,2,3,1,2,2,2,1.666666667,8310138,400,Discontinued,483
8310146,Eaches,10,146,9,33,20,100,105,7,60,63,25,27,50.41666667,8310146,400,Active,4504
8310161,Eaches,197,160,347,57,209,207,316,324,342,14,15,131,193.25,8310161,200,Pre Active,90000
8310179,Eaches,392,150,504,746,337,389,537,755,780,419,293,518,485,8310179,200,Active,90000
8310195,Eaches,632,446,482,356,351,982,116,500,253,815,677,476,507.1666667,8310195,200,Pre Active,90000
8310328,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310328,200,Discontinued,2745
8310351,Eaches,95,179,129,490,20,623,137,358,236,146,412,345,264.1666667,8310351,330,Active,46533
8310369,Eaches,316,359,89,15,393,346,430,110,150,465,113,189,247.9166667,8310369,330,Active,46533
8310393,Eaches,1,3,1,1,1,5,2,5,0,6,5,4,2.833333333,8310393,360,Discontinued,2381
8310401,Eaches,0,1,0,0,0,1,1,0,1,0,0,1,0.416666667,8310401,700,Pre Active,2087
8310435,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310435,200,Discontinued,2745
8310500,Eaches,10,14,7,13,3,8,4,9,3,10,8,2,7.583333333,8310500,400,Discontinued,483
8310518,Eaches,18,18,15,26,16,19,27,4,3,20,25,19,17.5,8310518,400,Discontinued,483
8310526,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310526,600,Discontinued,4750
8310534,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310534,600,Discontinued,4750
8310567,Eaches,7,36,13,26,20,47,49,30,35,46,48,7,30.33333333,8310567,200,Pre Active,2745
8310575,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310575,600,Discontinued,4750
8310682,Eaches,273,876,65,1024,742,1129,427,684,69,1101,275,259,577,8310682,200,Pre Active,2746
8310773,Eaches,2,2,2,3,1,1,1,1,0,2,3,2,1.666666667,8310773,610,Discontinued,4782
8310799,Eaches,-1,-2,-3,-1,-3,-3,-1,-3,-1,0,-2,0,-1.666666667,8310799,600,Discontinued,4782
8310872,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310872,200,Discontinued,2745
8310880,Eaches,17,268,136,299,134,127,317,219,253,251,204,49,189.5,8310880,200,Pre Active,2745
8310898,Eaches,14,7,10,11,7,3,19,16,3,2,12,11,9.583333333,8310898,200,Discontinued,2745
8310914,Eaches,10,22,8,15,3,1,22,25,4,15,3,21,12.41666667,8310914,200,Discontinued,2745
8310922,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8310922,200,Discontinued,2745
8311003,Eaches,28,784,936,713,250,66,830,355,331,139,305,273,417.5,8311003,410,Active,11661
8311011,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311011,360,Discontinued,4222
8311037,Eaches,274,29,141,19,24,394,402,285,100,23,300,398,199.0833333,8311037,410,Active,11661
8311078,Eaches,1,0,0,3,3,2,1,1,3,0,1,0,1.25,8311078,450,Discontinued,4888
8311094,Eaches,231,62,48,57,42,119,139,61,102,162,227,99,112.4166667,8311094,200,Discontinued,2745
8311128,Eaches,1,0,0,0,2,1,1,1,2,1,1,2,1,8311128,700,Pre Active,4637
8311136,Eaches,1507,2496,1723,2322,239,1074,2382,2324,1293,167,2382,2271,1681.666667,8311136,330,Active,1301
8311144,Eaches,24,72,110,64,11,401,304,25,340,226,18,236,152.5833333,8311144,330,Active,1301
8311219,Eaches,326,192,79,472,163,195,214,141,401,410,221,115,244.0833333,8311219,360,Active,2947
8311235,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311235,200,Discontinued,2745
8311243,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311243,200,Discontinued,2745
8311276,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311276,700,Pre Active,2088
8311284,Eaches,3688,2350,55,2890,1519,1416,47,3789,1418,1074,2282,3822,2029.166667,8311284,410,Active,3627
8311300,Eaches,127,1912,968,367,663,581,1280,1780,375,140,1452,862,875.5833333,8311300,360,Seasonal,231
8311334,Eaches,136,59,212,124,47,124,4,89,143,91,122,139,107.5,8311334,380,Active,4222
8311342,Eaches,1,0,1,0,1,0,1,1,1,1,1,0,0.666666667,8311342,700,Discontinued,2082
8311409,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311409,400,Discontinued,4222
8311425,Eaches,228,153,516,271,397,401,244,479,30,515,135,199,297.3333333,8311425,200,Pre Active,90000
8311433,Eaches,61,49,76,4,30,38,77,25,31,48,67,23,44.08333333,8311433,200,Discontinued,90000
8311441,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311441,200,Discontinued,90000
8311474,Eaches,0,7,7,10,13,13,15,4,3,15,18,23,10.66666667,8311474,200,Discontinued,90000
8311482,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311482,360,Discontinued,52070
8311490,Eaches,17,127,77,78,2,202,77,65,169,219,126,215,114.5,8311490,200,Pre Active,90000
8311508,Eaches,253,247,207,349,243,81,114,235,79,94,351,311,213.6666667,8311508,360,Active,52070
8311532,Eaches,241,79,40,203,153,328,201,472,103,202,198,184,200.3333333,8311532,360,Active,52070
8311557,Eaches,55,83,154,138,133,180,117,104,28,126,128,6,104.3333333,8311557,360,Active,52070
8311565,Eaches,74,121,14,28,186,82,170,137,110,155,155,116,112.3333333,8311565,360,Active,52070
8311573,Eaches,53,98,55,117,78,97,91,112,51,97,138,45,86,8311573,360,Active,52070
8311581,Eaches,148,62,138,296,160,81,222,176,127,306,198,166,173.3333333,8311581,360,Active,52070
8311599,Eaches,322,94,447,580,187,463,221,517,382,188,526,530,371.4166667,8311599,360,Active,52070
8311607,Eaches,541,592,569,634,633,390,478,606,390,331,104,561,485.75,8311607,360,Active,52070
8311615,Eaches,657,358,23,308,1008,214,902,321,437,0,842,411,456.75,8311615,360,Active,52070
8311631,Eaches,50,135,102,70,41,195,42,95,75,142,167,169,106.9166667,8311631,360,Pre Active,52070
8311649,Eaches,642,683,1014,38,535,1129,1332,218,690,601,174,166,601.8333333,8311649,360,Active,52070
8311656,Eaches,579,933,306,655,763,144,1280,1242,847,1004,583,408,728.6666667,8311656,360,Active,52070
8311664,Eaches,470,1311,62,906,328,474,724,401,526,753,541,509,583.75,8311664,360,Active,52070
8311672,Eaches,126,816,417,322,432,184,389,1304,811,394,1306,213,559.5,8311672,360,Active,52070
8311680,Eaches,363,349,286,166,123,65,83,138,284,69,167,201,191.1666667,8311680,360,Active,52070
8311698,Eaches,111,549,408,185,156,436,417,289,408,322,139,300,310,8311698,360,Active,52070
8311706,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311706,340,Discontinued,52070
8311714,Eaches,143,226,67,185,76,193,43,187,341,292,364,182,191.5833333,8311714,360,Active,52070
8311722,Eaches,396,106,253,376,262,64,368,269,237,308,286,284,267.4166667,8311722,360,Active,52070
8311730,Eaches,190,199,68,29,205,77,20,129,169,94,205,42,118.9166667,8311730,360,Active,52070
8311748,Eaches,304,336,263,90,66,379,42,216,388,381,129,13,217.25,8311748,360,Active,52070
8311755,Eaches,81,223,323,142,286,253,165,86,202,124,16,237,178.1666667,8311755,360,Active,52070
8311763,Eaches,244,246,220,234,41,67,155,223,203,213,223,234,191.9166667,8311763,360,Active,52070
8311789,Eaches,198,697,1933,2048,885,2017,1303,17,1279,1958,2089,609,1252.75,8311789,360,Active,52070
8311797,Eaches,302,472,472,98,391,280,566,318,132,770,480,135,368,8311797,360,Active,52070
8311805,Eaches,126,248,266,113,155,32,184,67,16,52,211,264,144.5,8311805,360,Active,52070
8311821,Eaches,0,1,0,1,1,2,1,2,1,1,1,0,0.916666667,8311821,360,Discontinued,52070
8311862,Eaches,308,305,114,259,262,319,300,362,361,92,191,353,268.8333333,8311862,360,Active,52070
8311896,Eaches,269,521,273,317,592,311,273,573,335,350,560,494,405.6666667,8311896,360,Active,52070
8311912,Eaches,24,25,84,49,38,19,80,28,42,80,40,34,45.25,8311912,360,Active,52070
8311938,Eaches,83,11,195,171,195,48,13,149,110,87,130,115,108.9166667,8311938,360,Active,52070
8311946,Eaches,116,50,183,238,17,375,147,49,114,318,322,372,191.75,8311946,360,Active,52070
8311953,Eaches,583,420,585,371,220,451,694,549,475,361,689,627,502.0833333,8311953,360,Active,52070
8311961,Eaches,115,127,28,79,66,115,172,191,89,186,26,165,113.25,8311961,400,Active,4503
8311995,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8311995,320,Discontinued,4503
8312019,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312019,400,Discontinued,4503
8312035,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312035,400,Discontinued,4503
8312043,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312043,400,Discontinued,4503
8312084,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312084,200,Discontinued,2745
8312092,Eaches,1,39,106,30,61,121,162,134,168,37,53,53,80.41666667,8312092,360,Active,52070
8312100,Eaches,79,613,167,57,551,445,348,201,315,237,89,567,305.75,8312100,360,Active,52070
8312142,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312142,700,Pre Active,997
8312159,Eaches,50,390,40,134,138,287,321,287,241,192,200,75,196.25,8312159,360,Active,4909
8312167,Eaches,388,369,394,73,181,198,552,546,472,467,73,20,311.0833333,8312167,360,Active,4909
8312175,Eaches,54,207,314,108,64,204,63,80,613,619,298,528,262.6666667,8312175,360,Active,4909
8312183,Eaches,84,572,99,196,278,536,468,460,254,226,172,186,294.25,8312183,360,Active,4909
8312191,Eaches,38,36,391,425,48,599,341,348,443,65,107,308,262.4166667,8312191,360,Active,4909
8312209,Eaches,20,501,214,389,42,145,177,51,374,187,306,416,235.1666667,8312209,360,Active,4909
8312225,Eaches,214,448,55,405,387,262,131,149,339,248,23,204,238.75,8312225,360,Active,4909
8312233,Eaches,552,13,51,467,357,85,103,590,733,28,402,684,338.75,8312233,360,Active,4909
8312266,Eaches,45,65,4,75,13,30,104,32,41,102,78,49,53.16666667,8312266,400,Discontinued,4503
8312290,Eaches,7,7,7,5,5,4,5,4,4,6,5,7,5.5,8312290,200,Discontinued,2745
8312308,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312308,200,Discontinued,2745
8312332,Eaches,0,0,0,1,1,2,2,1,0,2,0,1,0.833333333,8312332,320,Discontinued,5745
8312340,Eaches,139,371,230,421,51,96,107,308,472,471,399,419,290.3333333,8312340,310,Active,3627
8312357,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312357,320,Discontinued,2847
8312431,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312431,200,Discontinued,2745
8312472,Eaches,126,150,23,128,13,172,150,21,123,114,158,105,106.9166667,8312472,200,Pre Active,2745
8312480,Eaches,19,24,23,12,5,25,14,22,23,4,10,20,16.75,8312480,700,Discontinued,4792
8312530,Eaches,1,1,2,2,0,0,1,0,1,1,1,0,0.833333333,8312530,700,Pre Active,2088
8312571,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312571,200,Discontinued,2745
8312605,Eaches,51,58,50,53,35,67,16,38,58,19,61,66,47.66666667,8312605,200,Discontinued,2746
8312621,Eaches,53,67,174,175,288,318,44,47,247,282,198,345,186.5,8312621,360,Discontinued,3245
8312639,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312639,380,Discontinued,4931
8312647,Eaches,5,0,3,2,5,2,3,5,2,2,0,4,2.75,8312647,380,Discontinued,4931
8312712,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312712,360,Discontinued,927
8312738,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312738,360,Discontinued,927
8312753,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312753,360,Discontinued,3999
8312761,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312761,360,Discontinued,3999
8312803,Eaches,1023,2745,588,2330,234,1899,856,455,2597,949,1000,3094,1480.833333,8312803,600,Active,3928
8312837,Eaches,865,1605,1084,471,1428,374,1385,1241,181,231,163,120,762.3333333,8312837,600,Active,3928
8312852,Eaches,1334,1227,258,298,1288,328,196,550,165,1356,987,374,696.75,8312852,600,Active,3928
8312860,Eaches,78,1302,136,785,963,808,232,1487,1292,617,435,10,678.75,8312860,600,Active,3928
8312902,Eaches,1,0,0,1,1,0,0,0,0,0,1,0,0.333333333,8312902,700,Pre Active,2087
8312936,Eaches,1,0,0,0,1,0,1,1,1,0,1,0,0.5,8312936,700,Pre Active,2087
8312969,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312969,360,Discontinued,424
8312977,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312977,200,Discontinued,2745
8312993,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8312993,700,Discontinued,2087
8313017,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313017,200,Discontinued,2746
8313025,Eaches,74,91,80,60,83,60,88,59,4,81,77,7,63.66666667,8313025,200,Pre Active,2746
8313033,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313033,200,Discontinued,2746
8313041,Eaches,808,413,504,189,331,695,788,835,402,588,917,171,553.4166667,8313041,460,Active,2514
8313082,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313082,200,Discontinued,2746
8313090,Eaches,31,99,98,46,240,262,142,71,258,285,78,1,134.25,8313090,460,Active,2514
8313249,Eaches,71,748,98,605,565,570,759,210,318,868,364,760,494.6666667,8313249,200,Pre Active,2745
8313280,Eaches,215,325,306,202,71,240,42,84,216,557,540,440,269.8333333,8313280,200,Pre Active,2745
8313306,Eaches,0,0,1,0,1,0,0,0,1,1,1,1,0.5,8313306,200,Discontinued,2745
8313330,Eaches,3,6,8,2,0,2,8,4,5,8,5,7,4.833333333,8313330,200,Discontinued,2745
8313371,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313371,330,Discontinued,4173
8313421,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313421,370,Pre Active,1297
8313447,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313447,200,Discontinued,2746
8313496,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313496,380,Discontinued,95
8313504,Eaches,157,282,64,86,89,211,248,217,195,69,269,73,163.3333333,8313504,200,Discontinued,2745
8313512,Eaches,275,285,146,348,44,140,162,260,61,39,277,100,178.0833333,8313512,200,Discontinued,2745
8313538,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313538,200,Discontinued,2745
8313546,Eaches,6,10,5,6,1,7,2,7,11,3,8,8,6.166666667,8313546,200,Discontinued,2745
8313553,Eaches,199,159,179,29,78,176,222,85,38,6,131,198,125,8313553,200,Pre Active,2745
8313595,Eaches,495,627,1123,960,171,329,305,929,972,219,831,611,631,8313595,200,Pre Active,2745
8313637,Eaches,2,2,2,2,2,0,1,1,1,2,2,1,1.5,8313637,360,Seasonal,231
8313660,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313660,200,Discontinued,2745
8313678,Eaches,119,241,103,222,72,196,95,107,24,218,123,24,128.6666667,8313678,330,Active,36781
8313686,Eaches,238,172,6,225,18,118,91,36,157,181,226,240,142.3333333,8313686,330,Active,36781
8313694,Eaches,150,51,107,291,330,177,301,233,210,5,22,73,162.5,8313694,330,Active,36781
8313736,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313736,700,Pre Active,3795
8313751,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313751,700,Pre Active,2082
8313769,Eaches,1,0,0,0,0,1,0,1,1,0,0,1,0.416666667,8313769,330,Discontinued,3999
8313819,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313819,360,Discontinued,52070
8313835,Eaches,101,8,170,137,125,70,136,151,150,128,33,45,104.5,8313835,310,Active,95
8313868,Eaches,3,2,1,1,2,0,1,3,0,0,1,2,1.333333333,8313868,410,Discontinued,95
8313876,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313876,200,Discontinued,2745
8313918,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313918,700,Pre Active,2087
8313926,Eaches,1,1,1,0,0,0,0,1,1,0,1,0,0.5,8313926,370,Discontinued,4670
8313967,Eaches,310,3837,2663,169,4113,2822,3146,2471,1263,2480,1054,1961,2190.75,8313967,360,Active,4222
8313983,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8313983,360,Discontinued,4222
8314007,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314007,360,Discontinued,4222
8314015,Eaches,647,649,444,691,730,30,492,555,759,33,517,659,517.1666667,8314015,360,Active,4390
8314023,Eaches,-2,-2,-2,-1,0,-1,0,-1,-1,-1,0,-1,-1,8314023,410,Discontinued,95
8314072,Eaches,19,11,7,1,3,3,5,18,1,20,15,21,10.33333333,8314072,340,Discontinued,3141
8314098,Eaches,32,212,16,108,17,194,133,120,166,192,228,5,118.5833333,8314098,320,Discontinued,2387
8314106,Eaches,292,890,833,733,404,629,318,840,660,486,180,702,580.5833333,8314106,320,Active,2387
8314114,Eaches,2,51,46,58,5,18,5,34,22,14,48,24,27.25,8314114,320,Discontinued,2387
8314122,Eaches,41,19,25,58,40,8,62,35,59,33,49,21,37.5,8314122,390,Active,38963
8314130,Eaches,72,19,24,137,2,14,74,80,47,105,131,38,61.91666667,8314130,390,Active,38963
8314148,Eaches,82,106,72,92,128,114,135,108,70,48,88,20,88.58333333,8314148,390,Active,38963
8314163,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314163,700,Discontinued,2081
8314221,Eaches,165,40,296,721,624,746,158,717,304,555,204,732,438.5,8314221,360,Seasonal,95
8314254,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314254,360,Discontinued,95
8314262,Eaches,298,466,676,266,867,277,798,864,89,820,398,792,550.9166667,8314262,360,Active,95
8314270,Eaches,0,1,1,0,0,0,1,0,1,1,1,0,0.5,8314270,360,Discontinued,95
8314288,Eaches,522,203,65,174,875,198,952,863,836,368,462,642,513.3333333,8314288,360,Seasonal,95
8314296,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314296,360,Discontinued,95
8314304,Eaches,78,67,171,165,119,67,101,117,144,191,140,83,120.25,8314304,360,Active,95
8314312,Eaches,143,166,186,150,114,218,170,299,278,411,212,297,220.3333333,8314312,360,Active,95
8314320,Eaches,144,411,398,58,128,177,60,168,246,192,166,80,185.6666667,8314320,360,Active,95
8314338,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314338,360,Discontinued,95
8314346,Eaches,10,18,6,0,23,30,31,17,27,18,7,24,17.58333333,8314346,360,Discontinued,95
8314395,Eaches,71,204,472,375,339,235,738,92,150,170,793,227,322.1666667,8314395,400,Active,51726
8314403,Eaches,501,365,537,532,538,322,167,539,693,325,813,240,464.3333333,8314403,400,Active,51726
8314411,Eaches,862,1005,153,11,11,1223,874,563,635,378,867,616,599.8333333,8314411,400,Active,51726
8314429,Eaches,200,485,55,317,234,41,301,199,281,117,368,390,249,8314429,400,Active,51726
8314437,Eaches,793,674,596,735,604,815,269,487,117,17,704,750,546.75,8314437,400,Active,51726
8314445,Eaches,0,1,1,1,0,0,0,1,0,1,1,1,0.583333333,8314445,200,Discontinued,2745
8314452,Eaches,360,144,327,483,322,38,480,62,346,125,32,381,258.3333333,8314452,400,Discontinued,51726
8314460,Eaches,112,170,306,228,258,585,767,584,447,307,285,0,337.4166667,8314460,400,Active,51726
8314478,Eaches,8,10,8,9,5,9,12,16,10,11,8,9,9.583333333,8314478,200,Discontinued,2745
8314486,Eaches,621,651,536,676,455,144,176,630,619,524,817,702,545.9166667,8314486,400,Active,51726
8314494,Eaches,154,99,132,120,198,208,305,23,197,123,11,3,131.0833333,8314494,200,Pre Active,2745
8314502,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314502,610,Discontinued,95
8314510,Eaches,34,40,47,14,3,36,63,34,18,19,4,26,28.16666667,8314510,200,Discontinued,2745
8314528,Eaches,1,6,0,4,5,5,4,5,4,2,7,7,4.166666667,8314528,200,Discontinued,2746
8314536,Eaches,168,444,436,398,168,443,402,458,364,271,269,466,357.25,8314536,400,Active,51726
8314544,Eaches,501,253,88,328,374,348,395,104,465,453,18,208,294.5833333,8314544,400,Active,51726
8314551,Eaches,532,779,715,11,184,586,703,782,417,200,263,31,433.5833333,8314551,400,Active,51726
8314569,Eaches,712,724,541,592,634,614,45,151,125,477,9,652,439.6666667,8314569,400,Active,51726
8314577,Eaches,168,94,413,273,427,77,426,16,3,57,138,227,193.25,8314577,400,Active,51726
8314585,Eaches,433,38,153,485,56,508,408,452,265,99,317,167,281.75,8314585,400,Active,51726
8314593,Eaches,183,1032,490,528,738,697,616,338,863,1244,747,302,648.1666667,8314593,400,Active,51726
8314601,Eaches,338,196,116,418,22,335,239,417,252,377,53,224,248.9166667,8314601,400,Active,51726
8314627,Eaches,14,34,6,25,25,16,30,27,29,14,36,12,22.33333333,8314627,200,Discontinued,2745
8314650,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314650,340,Discontinued,95
8314668,Eaches,857,684,271,461,519,839,472,8,196,102,374,709,457.6666667,8314668,340,Pre Active,95
8314692,Eaches,79,740,863,882,43,221,195,159,530,689,445,149,416.25,8314692,340,Pre Active,95
8314718,Eaches,0,2,2,2,1,1,3,3,2,2,0,2,1.666666667,8314718,700,Pre Active,4297
8314726,Eaches,1588,73,243,671,1490,509,1518,1227,1180,1093,279,1034,908.75,8314726,340,Discontinued,95
8314734,Eaches,1082,166,147,1780,96,1678,1397,318,1016,661,385,686,784.3333333,8314734,340,Pre Active,95
8314742,Eaches,1335,432,253,320,133,109,1291,237,343,180,549,1225,533.9166667,8314742,400,Active,51726
8314759,Eaches,76,206,364,36,242,283,82,61,190,141,96,304,173.4166667,8314759,330,Active,95
8314767,Eaches,414,430,279,95,536,7,211,547,346,550,478,264,346.4166667,8314767,330,Active,95
8314775,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314775,200,Discontinued,2745
8314783,Eaches,1,2,2,3,3,2,2,0,4,2,4,1,2.166666667,8314783,340,Discontinued,95
8314791,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314791,340,Discontinued,95
8314833,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314833,340,Discontinued,95
8314858,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8314858,340,Discontinued,95
8314882,Eaches,6,20,167,182,156,176,35,22,29,77,147,53,89.16666667,8314882,400,Active,51726
8314890,Eaches,301,134,280,339,37,129,417,306,281,361,538,347,289.1666667,8314890,400,Active,51726
8314916,Eaches,20,4,2,44,13,18,14,46,5,24,46,34,22.5,8314916,360,Discontinued,51726
8314932,Eaches,359,12,404,42,242,397,335,317,458,167,175,11,243.25,8314932,360,Active,1206
8314965,Eaches,25,35,3,48,43,42,50,20,48,6,37,3,30,8314965,360,Seasonal,51726
8314973,Eaches,0,12,8,13,1,13,14,13,5,1,13,13,8.833333333,8314973,200,Discontinued,2745
8314999,Eaches,36,32,6,34,16,26,1,55,22,59,16,51,29.5,8314999,200,Discontinued,2745
8315020,Eaches,168,124,176,2,68,81,100,38,54,39,162,192,100.3333333,8315020,200,Pre Active,2745
8315038,Eaches,108,128,213,81,161,122,205,119,234,76,288,300,169.5833333,8315038,200,Discontinued,2745
8315137,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8315137,200,Discontinued,2746
8315145,Eaches,1,0,2,2,3,1,2,1,0,1,2,0,1.25,8315145,700,Pre Active,2158
8315202,Eaches,303,12,36,614,570,360,600,111,440,528,31,615,351.6666667,8315202,360,Active,85243
8315236,Eaches,9,242,222,229,59,67,271,232,60,41,248,26,142.1666667,8315236,360,Active,85243
8315269,Eaches,1,3,1,6,5,5,6,12,3,3,10,1,4.666666667,8315269,700,Discontinued,3757
8315277,Eaches,1,1,0,0,0,0,0,0,0,0,0,1,0.25,8315277,700,Discontinued,3757
8315285,Eaches,768,630,777,640,136,637,761,713,154,683,456,28,531.9166667,8315285,200,Active,90000
8315293,Eaches,985,1275,697,700,784,1307,412,771,771,356,919,1332,859.0833333,8315293,200,Active,90000
8315301,Eaches,212,435,562,385,210,918,724,841,552,851,1046,1171,658.9166667,8315301,200,Active,90000
8315319,Eaches,0,0,0,0,0,0,0,0,0,0,0,0,0,8315319,700,Pre Active,828
8315327,Eaches,869,914,1093,858,90,505,1134,530,144,488,60,1079,647,8315327,200,Active,90000
8315343,Eaches,0,0,1,1,0,1,1,1,0,1,0,1,0.583333333,8315343,700,Pre Active,2158
8315350,Eaches,174,21,156,13,91,22,106,191,40,96,20,77,83.91666667,8315350,330,Seasonal,16934
8315392,Eaches,260,169,160,295,30,38,162,336,260,138,58,294,183.3333333,8315392,340,Active,1977
8315400,Eaches,37,120,30,155,87,169,28,14,146,64,101,126,89.75,8315400,340,Active,1977
8315418,Eaches,71,153,141,152,50,131,50,128,140,100,49,133,108.1666667,8315418,340,Active,1977
8315426,Eaches,51,28,89,2,122,67,48,132,121,120,70,60,75.83333333,8315426,340,Active,1977
8315434,Eaches,240,306,217,250,85,197,14,139,99,18,221,123,159.0833333,8315434,340,Active,1977
